Model_Name	Members
mmarc_Aminoglycosides78_blast_augmented	gi|82655308|emb|AJ938182.1|AJ938182|singleton_addition,gi|703576232|gb|CP009554.1|CP009554|singleton_addition,gi|537376647|gb|CP006706.1|CP006706|singleton_addition,gi|344176319|emb|FR821779.1|FR821779|singleton_addition,gi|953000921|gb|CP013137.1|CP013137|singleton_addition,gi|761646437|gb|CP010952.1|CP010952|singleton_addition,gi|672710284|emb|HG813242.1|HG813242|singleton_addition,gi|9623923|gb|AF270019.1|AF270019AF270019|singleton_addition,gi|9623610|gb|AF269714.1|AF269714AF269714|singleton_addition,gi|57636010|gb|CP000029.1|CP000029|singleton_addition,gi|27316888|gb|AE015929.1|AE015929|singleton_addition,gi|807232188|gb|CP011116.1|CP011116|singleton_addition,gi|908227959|gb|CP009470.1|CP009470|singleton_addition,gi|339893212|emb|FR870271.1|FR870271|singleton_addition,gi|289178903|gb|CP001837.1|CP001837|singleton_addition,gi|937305921|gb|CP012756.1|CP012756|singleton_addition,gi|514002521|gb|CP006044.1|CP006044|singleton_addition,gi|760495145|gb|CP010944.1|CP010944|singleton_addition,gi|760491253|gb|CP010943.1|CP010943|singleton_addition,gi|748807120|gb|CP010526.1|CP010526|singleton_addition,gi|49240382|emb|BX571856.1|BX571856|singleton_addition,gi|304365608|gb|CP002114.2|CP002114|singleton_addition,gi|841330217|emb|LN866849.1|LN866849|singleton_addition,gi|760489133|gb|CP010942.1|CP010942|singleton_addition,gi|908234448|gb|CP010309.1|CP010309|singleton_addition,gi|908232329|gb|CP009762.1|CP009762|singleton_addition,gi|908230075|gb|CP009676.1|CP009676|singleton_addition,gi|374362062|gb|CP003033.1|CP003033|singleton_addition,gi|827443540|gb|CP011528.1|CP011528|singleton_addition,gi|961586173|gb|CP013621.1|CP013621|singleton_addition,gi|961572904|gb|CP013619.1|CP013619|singleton_addition,gi|961570270|gb|CP013616.1|CP013616|singleton_addition,gi|701162461|emb|LN626917.1|LN626917|singleton_addition,gi|685631213|gb|CP009361.1|CP009361|singleton_addition,gi|532126991|gb|CP002388.1|CP002388|singleton_addition,gi|404438823|gb|CP003808.1|CP003808|singleton_addition,gi|384229115|gb|CP003045.1|CP003045|singleton_addition,gi|312436391|gb|CP002110.1|CP002110|singleton_addition,gi|283469229|emb|AM990992.1|AM990992|singleton_addition,gi|49243355|emb|BX571857.1|BX571857|singleton_addition,gi|47118312|dbj|BA000033.2|BA000033|singleton_addition,gi|760485355|gb|CP010941.1|CP010941|singleton_addition,AGly|APH-Stph|HE579073|1778413-1779213|801|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,AGly|APH-Stph|HE579073|1778413-1779213|801,gi|298693322|gb|CP001996.1|CP001996|singleton_addition,gi|68445725|dbj|AP006716.1|AP006716|singleton_addition,gi|781886788|dbj|AP014653.1|AP014653|singleton_addition,gi|781883823|dbj|AP014652.1|AP014652|singleton_addition,gi|537389513|gb|CP003979.1|CP003979|singleton_addition,gi|760463627|gb|CP010940.1|CP010940|singleton_addition,gi|636561279|gb|CP007659.1|CP007659|singleton_addition,gi|385195117|emb|HE681097.1|HE681097|singleton_addition,gi|959165045|gb|CP009828.1|CP009828|singleton_addition,gi|670938612|gb|CP006630.1|CP006630|singleton_addition,gi|545582967|gb|CP003604.1|CP003604|singleton_addition,gi|545580417|gb|CP003603.1|CP003603|singleton_addition,gi|359829121|gb|CP003166.1|CP003166|singleton_addition,gi|691218329|gb|CP009046.1|CP009046|singleton_addition,gi|831183028|gb|CP007601.1|CP007601|singleton_addition,gi|928189965|dbj|AP014944.1|AP014944|singleton_addition
mmarc_Multi-drug_resistance136_blast_augmented	gi|787858845|gb|CP008706.1|CP008706|singleton_addition,gi|751410783|gb|CP010781.1|CP010781|singleton_addition,gi|213985689|gb|CP001172.1|CP001172|singleton_addition,gi|213054530|gb|CP001182.1|CP001182|singleton_addition,gi|169147133|emb|CU459141.1|CU459141|singleton_addition,gi|974570295|emb|LN997846.1|LN997846|singleton_addition,gi|846382486|emb|LN865143.1|LN865143|singleton_addition,gi|564739229|gb|CP006768.1|CP006768|singleton_addition,gi|692328596|gb|CP009534.1|CP009534|singleton_addition,gi|675327552|gb|CP009257.1|CP009257|singleton_addition,gi|88758787|emb|CT025781.2|CT025781|singleton_addition,gi|984881271|gb|CP014215.1|CP014215|singleton_addition,gi|974022331|gb|CP013924.1|CP013924|singleton_addition,gi|827403829|gb|CP010779.1|CP010779|singleton_addition,gi|803657307|gb|CP007535.2|CP007535|singleton_addition,gi|615556143|gb|CP007577.1|CP007577|singleton_addition,gi|586958174|gb|CP006963.1|CP006963|singleton_addition,gi|546200742|dbj|AP013357.1|AP013357|singleton_addition,gi|522344435|gb|CP003849.1|CP003849|singleton_addition,gi|522324570|gb|CP003846.1|CP003846|singleton_addition,gi|407899266|gb|CP003856.1|CP003856|singleton_addition,gi|385876581|gb|CP003500.1|CP003500|singleton_addition,gi|347591739|gb|CP001937.1|CP001937|singleton_addition,gi|345447463|gb|CP002522.2|CP002522|singleton_addition,gi|322506180|gb|CP001921.1|CP001921|singleton_addition,gi|183207914|gb|CP000863.1|CP000863|singleton_addition,@phgb|AB204810|186-1533|ARO:3000753|abeM|Multi-drug_resistance|Multi-drug_efflux_pumps|ABEM,gi|884898580|gb|CP012004.1|CP012004|singleton_addition,gi|126385999|gb|CP000521.1|CP000521|singleton_addition,gi|939559781|gb|CP012952.1|CP012952|singleton_addition,gi|693578048|dbj|AP014649.1|AP014649|singleton_addition,gi|884902522|gb|CP012006.1|CP012006|singleton_addition,gi|725881250|gb|CP007712.1|CP007712|singleton_addition,gi|522368383|gb|CP003847.1|CP003847|singleton_addition,gi|742999896|gb|CP010397.1|CP010397|singleton_addition,gi|169150821|emb|CU468230.2|CU468230|singleton_addition,gi|675324095|gb|CP009256.1|CP009256|singleton_addition,gi|902756494|emb|LN868200.1|LN868200|singleton_addition,gi|692145893|gb|CP003967.2|CP003967|singleton_addition
mmarc_Multi-drug_resistance137_blast_augmented	8|AF173226.1|AF173226|Multi-drug_resistance|Multi-drug_efflux_pumps|sme,8|AF173226.1|AF173226,gi|922679809|gb|CP011010.1|CP011010|singleton_addition,gi|194346582|gb|CP001111.1|CP001111|singleton_addition,gi|384076029|emb|HE798556.1|HE798556|singleton_addition,gi|190010013|emb|AM743169.1|AM743169|singleton_addition,gi|674291045|gb|CP008838.1|CP008838|singleton_addition,gi|343776783|gb|CP002986.1|CP002986|singleton_addition,gi|922795094|gb|CP011305.1|CP011305|singleton_addition,gi|922683939|gb|CP011306.1|CP011306|singleton_addition
mmarc_Aminoglycosides79_blast_augmented	@phgb|X55652|1123-1939|ARO:3002536|AAC3-IIIa|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,gi|45264|emb|X55652.1|X55652|singleton_addition
mmarc_Multi-drug_resistance138_blast_augmented	gi|827428600|gb|CP011511.1|CP011511|singleton_addition,gi|544200787|gb|CP006584.1|CP006584|singleton_addition,gi|383403426|gb|CP002967.1|CP002967|singleton_addition,gi|383390031|gb|CP002970.1|CP002970|singleton_addition,gi|323376397|gb|CP002516.1|CP002516|singleton_addition,gi|315059226|gb|CP002185.1|CP002185|singleton_addition,gi|675819970|emb|LM996533.1|LM996533|singleton_addition,gi|984297099|gb|CP014197.1|CP014197|singleton_addition,gi|958627747|gb|CP013253.1|CP013253|singleton_addition,gi|975003027|gb|CP010829.1|CP010829|singleton_addition,gi|374269796|emb|HE616528.1|HE616528|singleton_addition,gi|187427012|gb|CP001063.1|CP001063|singleton_addition,gi|73854091|gb|CP000038.1|CP000038|singleton_addition,gi|836716955|gb|CP009106.2|CP009106|singleton_addition,gi|675819899|emb|LM996462.1|LM996462|singleton_addition,gi|675819757|emb|LM996320.1|LM996320|singleton_addition,gi|675819435|emb|LM995998.1|LM995998|singleton_addition,gi|675817897|emb|LK931510.1|LK931510|singleton_addition,@phgb|U00096|1188315-1189776|ARO:3000835|phoQ|Multi-drug_resistance|MDR_regulator|PHOQ,gi|944404559|gb|CP013029.1|CP013029|singleton_addition,gi|821329311|gb|CP011416.1|CP011416|singleton_addition,gi|816208797|gb|CP011331.1|CP011331|singleton_addition,gi|806957753|gb|CP011018.1|CP011018|singleton_addition,gi|745369752|emb|HF572917.2|HF572917|singleton_addition,gi|732673553|gb|CP009104.1|CP009104|singleton_addition,gi|675820556|emb|LM997118.1|LM997118|singleton_addition,gi|675820478|emb|LM997040.1|LM997040|singleton_addition,gi|675820169|emb|LM996732.1|LM996732|singleton_addition,gi|675820139|emb|LM996702.1|LM996702|singleton_addition,gi|675819924|emb|LM996487.1|LM996487|singleton_addition,gi|675819831|emb|LM996394.1|LM996394|singleton_addition,gi|675819788|emb|LM996351.1|LM996351|singleton_addition,gi|675819374|emb|LM995937.1|LM995937|singleton_addition,gi|675819250|emb|LM995813.1|LM995813|singleton_addition,gi|675819220|emb|LM995783.1|LM995783|singleton_addition,gi|675819192|emb|LM995755.1|LM995755|singleton_addition,gi|675819121|emb|LM995684.1|LM995684|singleton_addition,gi|675818940|emb|LM995503.1|LM995503|singleton_addition,gi|675818110|emb|LK999942.1|LK999942|singleton_addition,gi|675817441|emb|LM997332.1|LM997332|singleton_addition,gi|407062746|gb|CP003301.1|CP003301|singleton_addition,gi|407051884|gb|CP003289.1|CP003289|singleton_addition,gi|406775301|gb|CP003297.1|CP003297|singleton_addition,gi|257762509|dbj|AP010960.1|AP010960|singleton_addition,gi|257751862|dbj|AP010953.1|AP010953|singleton_addition,gi|218359353|emb|CU928160.2|CU928160|singleton_addition
mmarc_Rifampin15_blast_augmented	gi|953830676|gb|CP013196.1|CP013196|singleton_addition,gi|291482100|emb|FN665653.1|FN665653|singleton_addition,Rif|AM180355.1|gene120|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,Rif|AM180355.1|gene120,gi|873318745|gb|CP011968.1|CP011968|singleton_addition,gi|291482254|emb|FN668944.1|FN668944|singleton_addition,gi|291482250|emb|FN668375.1|FN668375|singleton_addition,gi|291482099|emb|FN665652.1|FN665652|singleton_addition,gi|291482251|emb|FN668941.1|FN668941|singleton_addition,gi|260211391|emb|FN545816.1|FN545816|singleton_addition,gi|260207932|emb|FN538970.1|FN538970|singleton_addition,gi|291482101|emb|FN665654.1|FN665654|singleton_addition,gi|724422190|emb|LN679998.1|LN679998|singleton_addition,gi|731157630|emb|LN681234.1|LN681234|singleton_addition,gi|760237048|gb|CP010905.1|CP010905|singleton_addition
mmarc_Multi-drug_resistance139_blast_augmented	gi|974145171|gb|CP007491.1|CP007491|singleton_addition,gi|675820429|emb|LM996991.1|LM996991|singleton_addition,gi|675820232|emb|LM996795.1|LM996795|singleton_addition,gi|628075004|gb|CP007136.1|CP007136|singleton_addition,gi|628026570|gb|CP007133.1|CP007133|singleton_addition,gi|573966439|gb|CP006027.1|CP006027|singleton_addition,gi|573932891|gb|CP006262.1|CP006262|singleton_addition,gi|374356928|gb|CP003109.1|CP003109|singleton_addition,gi|290760697|gb|CP001846.1|CP001846|singleton_addition,gi|209772313|gb|EU901923.1|EU901923|singleton_addition,gi|975048878|gb|CP013962.1|CP013962|singleton_addition,gi|971520884|gb|CP008697.1|CP008697|singleton_addition,gi|958612453|gb|CP013048.1|CP013048|singleton_addition,gi|950873647|gb|CP013112.1|CP013112|singleton_addition,gi|944398239|gb|CP013025.1|CP013025|singleton_addition,gi|874075390|gb|CP007442.1|CP007442|singleton_addition,gi|850013407|gb|CP011938.1|CP011938|singleton_addition,gi|828386760|gb|CP006632.1|CP006632|singleton_addition,gi|817146391|gb|CP007594.1|CP007594|singleton_addition,gi|753774531|gb|CP010816.1|CP010816|singleton_addition,gi|751399318|gb|CP010585.1|CP010585|singleton_addition,gi|748267869|gb|CP010315.1|CP010315|singleton_addition,gi|723229079|gb|CP009859.1|CP009859|singleton_addition,gi|595607150|gb|CP007394.1|CP007394|singleton_addition,gi|595602589|gb|CP007393.1|CP007393|singleton_addition,gi|595597955|gb|CP007392.1|CP007392|singleton_addition,gi|595593103|gb|CP007391.1|CP007391|singleton_addition,gi|595588540|gb|CP007390.1|CP007390|singleton_addition,gi|595583568|gb|CP007265.1|CP007265|singleton_addition,gi|443419838|gb|CP004009.1|CP004009|singleton_addition,gi|313848522|emb|AM946981.2|AM946981|singleton_addition,gi|309700213|emb|FN649414.1|FN649414|singleton_addition,gi|296142109|gb|CP001509.3|CP001509|singleton_addition,gi|284919779|emb|FN554766.1|FN554766|singleton_addition,gi|253972022|gb|CP000819.1|CP000819|singleton_addition,gi|253322479|gb|CP001665.1|CP001665|singleton_addition,gi|218430358|emb|CU928163.2|CU928163|singleton_addition,gi|170517292|gb|CP000970.1|CP000970|singleton_addition,gi|693576233|dbj|AB915966.1|AB915966|singleton_addition,@phgb|NC_002695|1737553-1737967|ARO:3000676|H-NS|Multi-drug_resistance|MDR_regulator|HNS,gi|985000614|gb|CP014225.1|CP014225|singleton_addition,gi|958627747|gb|CP013253.1|CP013253|singleton_addition,gi|939732440|gb|CP011343.2|CP011343|singleton_addition,gi|939731527|gb|CP011342.2|CP011342|singleton_addition,gi|937526251|gb|CP012870.1|CP012870|singleton_addition,gi|937521852|gb|CP012869.1|CP012869|singleton_addition,gi|937517453|gb|CP012868.1|CP012868|singleton_addition,gi|932857508|emb|LN877770.1|LN877770|singleton_addition,gi|923416119|gb|CP011113.1|CP011113|singleton_addition,gi|899729770|gb|CP012127.1|CP012127|singleton_addition,gi|899725419|gb|CP012126.1|CP012126|singleton_addition,gi|899721066|gb|CP012125.1|CP012125|singleton_addition,gi|857137982|gb|CP011495.1|CP011495|singleton_addition,gi|836716955|gb|CP009106.2|CP009106|singleton_addition,gi|817589947|gb|CP011324.1|CP011324|singleton_addition,gi|817585806|gb|CP011323.1|CP011323|singleton_addition,gi|817581666|gb|CP011322.1|CP011322|singleton_addition,gi|817577526|gb|CP011321.1|CP011321|singleton_addition,gi|817573384|gb|CP011320.1|CP011320|singleton_addition,gi|808732710|gb|CP010445.1|CP010445|singleton_addition,gi|808728347|gb|CP010444.1|CP010444|singleton_addition,gi|808720026|gb|CP010443.1|CP010443|singleton_addition,gi|808715606|gb|CP010442.1|CP010442|singleton_addition,gi|808711242|gb|CP010441.1|CP010441|singleton_addition,gi|808706883|gb|CP010440.1|CP010440|singleton_addition,gi|808702513|gb|CP010439.1|CP010439|singleton_addition,gi|808698133|gb|CP010438.1|CP010438|singleton_addition,gi|806957753|gb|CP011018.1|CP011018|singleton_addition,gi|802133627|emb|LN832404.1|LN832404|singleton_addition,gi|801066488|gb|CP011134.1|CP011134|singleton_addition,gi|752304383|gb|CP010344.1|CP010344|singleton_addition,gi|751378954|gb|CP009166.1|CP009166|singleton_addition,gi|749139368|gb|CP010456.1|CP010456|singleton_addition,gi|749112431|gb|CP010455.1|CP010455|singleton_addition,gi|742949482|gb|CP010371.1|CP010371|singleton_addition,gi|973715585|gb|CP013837.1|CP013837|singleton_addition,gi|973710528|gb|CP013835.1|CP013835|singleton_addition,gi|973705486|gb|CP013831.1|CP013831|singleton_addition,gi|966626806|gb|CP013658.1|CP013658|singleton_addition,gi|926539508|gb|CP012633.1|CP012633|singleton_addition,gi|926534544|gb|CP012631.1|CP012631|singleton_addition,gi|926480196|gb|CP012635.1|CP012635|singleton_addition,gi|926468553|gb|CP012625.1|CP012625|singleton_addition,gi|777223465|emb|LN831044.1|LN831044|singleton_addition,gi|756767957|gb|CP007149.1|CP007149|singleton_addition,gi|758860962|gb|CP010876.1|CP010876|singleton_addition,gi|742672810|gb|CP005930.1|CP005930|singleton_addition,gi|675817471|emb|LM997362.1|LM997362|singleton_addition
mmarc_Lipopeptides2_blast_augmented	@phgb|KP347127|22412-24038|ARO:3003689|MCR-1|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,@phgb|KP347127|22412-24038|ARO:3003689|MCR-1|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,@phgb|KP347127|22412-24038|ARO:3003689|MCR-1|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR
mmarc_betalactams103_blast_augmented	gi|37359439|gb|AY227054.1|betalactams|Class_D_betalactamases|OXA,gi|37359439|gb|AY227054.1|betalactams|Class_D_betalactamases|OXA,gi|37359439|gb|AY227054.1|betalactams|Class_D_betalactamases|OXA
mmarc_Multi-drug_resistance140_blast_augmented	gi|675820608|emb|LM997170.1|LM997170|singleton_addition,gi|675820438|emb|LM997000.1|LM997000|singleton_addition,gi|675820227|emb|LM996790.1|LM996790|singleton_addition,gi|628075004|gb|CP007136.1|CP007136|singleton_addition,gi|628026570|gb|CP007133.1|CP007133|singleton_addition,gi|573966439|gb|CP006027.1|CP006027|singleton_addition,gi|573932891|gb|CP006262.1|CP006262|singleton_addition,gi|749204400|gb|CP007592.1|CP007592|singleton_addition,gi|558570689|gb|CP006736.1|CP006736|singleton_addition,gi|81239530|gb|CP000034.1|CP000034|singleton_addition,gi|975003027|gb|CP010829.1|CP010829|singleton_addition,gi|974145171|gb|CP007491.1|CP007491|singleton_addition,gi|950873647|gb|CP013112.1|CP013112|singleton_addition,gi|944404559|gb|CP013029.1|CP013029|singleton_addition,gi|874075390|gb|CP007442.1|CP007442|singleton_addition,gi|836716955|gb|CP009106.2|CP009106|singleton_addition,gi|923416119|gb|CP011113.1|CP011113|singleton_addition,gi|834763093|gb|CP006636.1|CP006636|singleton_addition,gi|801066488|gb|CP011134.1|CP011134|singleton_addition,gi|675820699|emb|LM997261.1|LM997261|singleton_addition,gi|157065147|gb|CP000802.1|CP000802|singleton_addition,gi|675819569|emb|LM996132.1|LM996132|singleton_addition,gi|817577526|gb|CP011321.1|CP011321|singleton_addition,gi|675818123|emb|LK999955.1|LK999955|singleton_addition,gi|675818077|emb|LK985423.1|LK985423|singleton_addition,gi|937297913|gb|CP012802.1|CP012802|singleton_addition,gi|734586714|gb|CP010304.1|CP010304|singleton_addition,gi|667689599|gb|CP008957.1|CP008957|singleton_addition,gi|666001753|gb|CP008805.1|CP008805|singleton_addition,gi|386794017|gb|CP001925.1|CP001925|singleton_addition,gi|254590536|gb|CP001368.1|CP001368|singleton_addition,gi|209157093|gb|CP001164.1|CP001164|singleton_addition,gi|47118301|dbj|BA000007.2|BA000007|singleton_addition,gi|56384585|gb|AE005174.2|AE005174|singleton_addition,gi|209755547|gb|EU893520.1|EU893520|singleton_addition,gi|975048878|gb|CP013962.1|CP013962|singleton_addition,@phgb|NC_007779|3974604-3975429|ARO:3000508|gadX|Multi-drug_resistance|MDR_regulator|GADX,gi|374356928|gb|CP003109.1|CP003109|singleton_addition,gi|290760697|gb|CP001846.1|CP001846|singleton_addition,gi|209755549|gb|EU893521.1|EU893521|singleton_addition
mmarc_MLS50_blast_augmented	gi|938485572|gb|KT185497.1|KT185497|singleton_addition,gi|870711667|gb|KP702827.1|KP702827|singleton_addition,gi|751143694|gb|KP676142.1|KP676142|singleton_addition,gi|870711687|gb|KP702833.1|KP702833|singleton_addition,gi|938485599|gb|KT185511.1|KT185511|singleton_addition,gi|870711696|gb|KP702836.1|KP702836|singleton_addition,gi|938485575|gb|KT185499.1|KT185499|singleton_addition,936|EU590124.1|EU590124|MLS|23S_rRNA_methyltransferases|ERM41,936|EU590124.1|EU590124,gi|226876714|gb|FJ358486.1|FJ358486|singleton_addition,gi|226876724|gb|FJ358491.1|FJ358491|singleton_addition,gi|870711679|gb|KP702830.1|KP702830|singleton_addition,gi|751143682|gb|KP676136.1|KP676136|singleton_addition,gi|938485593|gb|KT185508.1|KT185508|singleton_addition,gi|938485591|gb|KT185507.1|KT185507|singleton_addition,gi|938485577|gb|KT185500.1|KT185500|singleton_addition,gi|873876620|gb|CP012044.1|CP012044|singleton_addition,gi|751143686|gb|KP676138.1|KP676138|singleton_addition,gi|523585807|gb|KF360854.1|KF360854|singleton_addition,gi|197112118|gb|EU590126.1|EU590126|singleton_addition,gi|197112115|gb|EU590125.1|EU590125|singleton_addition,gi|870711717|gb|KP702843.1|KP702843|singleton_addition,gi|870711708|gb|KP702840.1|KP702840|singleton_addition,gi|523585809|gb|KF360855.1|KF360855|singleton_addition,gi|870711699|gb|KP702837.1|KP702837|singleton_addition,gi|870711711|gb|KP702841.1|KP702841|singleton_addition,gi|946534980|gb|CP013049.1|CP013049|singleton_addition,gi|938485597|gb|KT185510.1|KT185510|singleton_addition,gi|938485595|gb|KT185509.1|KT185509|singleton_addition,gi|938485579|gb|KT185501.1|KT185501|singleton_addition,gi|938485564|gb|KT185493.1|KT185493|singleton_addition,gi|870711682|gb|KP702831.1|KP702831|singleton_addition,gi|870711663|gb|KP702826.1|KP702826|singleton_addition,gi|751143676|gb|KP676133.1|KP676133|singleton_addition,gi|701174647|gb|CP009613.1|CP009613|singleton_addition,gi|690342032|gb|CP009408.1|CP009408|singleton_addition,gi|690335947|gb|CP009407.1|CP009407|singleton_addition,gi|226876708|gb|FJ358483.1|FJ358483|singleton_addition,gi|196127894|gb|EU872494.1|EU872494|singleton_addition,gi|197112121|gb|EU590127.1|EU590127|singleton_addition,gi|169239075|emb|CU458896.1|CU458896|singleton_addition,gi|938485603|gb|KT185513.1|KT185513|singleton_addition,gi|938485601|gb|KT185512.1|KT185512|singleton_addition,gi|938485570|gb|KT185496.1|KT185496|singleton_addition,gi|938485568|gb|KT185495.1|KT185495|singleton_addition,gi|870711704|gb|KP702839.1|KP702839|singleton_addition,gi|870711701|gb|KP702838.1|KP702838|singleton_addition,gi|870711689|gb|KP702834.1|KP702834|singleton_addition,gi|870711684|gb|KP702832.1|KP702832|singleton_addition,gi|870711675|gb|KP702829.1|KP702829|singleton_addition,gi|870711671|gb|KP702828.1|KP702828|singleton_addition,gi|870711659|gb|KP702825.1|KP702825|singleton_addition,gi|870711656|gb|KP702824.1|KP702824|singleton_addition,gi|870711652|gb|KP702823.1|KP702823|singleton_addition,gi|870711648|gb|KP702822.1|KP702822|singleton_addition,gi|751143678|gb|KP676134.1|KP676134|singleton_addition,gi|196127902|gb|EU872496.1|EU872496|singleton_addition,gi|197112127|gb|EU590129.1|EU590129|singleton_addition,gi|751143690|gb|KP676140.1|KP676140|singleton_addition,gi|751143684|gb|KP676137.1|KP676137|singleton_addition,gi|226876710|gb|FJ358484.1|FJ358484|singleton_addition,gi|226876712|gb|FJ358485.1|FJ358485|singleton_addition,gi|938485585|gb|KT185504.1|KT185504|singleton_addition,gi|938485583|gb|KT185503.1|KT185503|singleton_addition,gi|938485581|gb|KT185502.1|KT185502|singleton_addition,gi|751143688|gb|KP676139.1|KP676139|singleton_addition,gi|183427448|gb|EU177504.2|EU177504|singleton_addition,gi|870711693|gb|KP702835.1|KP702835|singleton_addition,gi|938485589|gb|KT185506.1|KT185506|singleton_addition,gi|938485587|gb|KT185505.1|KT185505|singleton_addition,gi|870711713|gb|KP702842.1|KP702842|singleton_addition,gi|938485566|gb|KT185494.1|KT185494|singleton_addition
